Text,Author,Tags,Author Image,Opus
"“The afternoon presents an intersection where the momentum that we have gained in the morning may be either sustained or lost – where we can choose to either build on the morning’s foundations and embrace our challenges, or allow the stress and frustration of the day to ruin all our hard work.”","Alexander Zenon,","contemporary, inspirational, meditation, motivational, nonfiction, philosophy, self-help, spirituality, stoic, stoicism","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1708359276i/48248528._UX200_CR0,13,200,200_.jpg",The Stoic Handbook: A Practical Guide for Modern Life
“The only good and evil in your life lies within you – in your choices.”,"Alexander Zenon,","contemporary, inspirational, meditation, motivational, nonfiction, philosophy, self-help, spirituality, stoic, stoicism","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1708359276i/48248528._UX200_CR0,13,200,200_.jpg",The Stoic Handbook: A Practical Guide for Modern Life
“Humans are not made for sitting at a desk all day. We have been evolving for millions of years to hunt animals through dense forest and vast plains. To walk huge distances in search of water. To spend hours searching for edible fruit to bring home to our families. The sedentary lifestyle many of us lead these days is no more than a by-product of the last few centuries.”,Alexander Zenon,"contemporary, inspirational, meditation, motivational, nonfiction, philosophy, self-help, spirituality, stoic, stoicism","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1708359276i/48248528._UX200_CR0,13,200,200_.jpg",
“Our minds are a sanctuary; a safe haven which is totally impregnable to the outside world. It is only when we allow external problems and anxieties to enter our mind that this sanctuary becomes vulnerable.”,"Alexander Zenon,","contemporary, inspirational, meditation, motivational, nonfiction, philosophy, self-help, spirituality, stoic, stoicism","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1708359276i/48248528._UX200_CR0,13,200,200_.jpg",The Stoic Handbook: A Practical Guide for Modern Life
"“To the Stoics, a good life meant living in accordance with nature, both universal nature – accepting the world for what it is, not resisting it because we think it should be different – and our own nature as human beings.”","Alexander Zenon,","contemporary, inspirational, meditation, motivational, nonfiction, philosophy, self-help, spirituality, stoic, stoicism","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1708359276i/48248528._UX200_CR0,13,200,200_.jpg",The Stoic Handbook: A Practical Guide for Modern Life
“We human beings are not hive animals. We aren’t like bees or ants who just work constantly for the good of the community.”,"Alexander Zenon,","contemporary, inspirational, meditation, motivational, nonfiction, philosophy, self-help, spirituality, stoic, stoicism","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1708359276i/48248528._UX200_CR0,13,200,200_.jpg",The Stoic Handbook: A Practical Guide for Modern Life
"“Tomorrow will arrive, come what may. The sun will rise, as it has always done, and will set in the evening when nature commands it.”","Alexander Zenon,","contemporary, inspirational, meditation, motivational, nonfiction, philosophy, self-help, spirituality, stoic, stoicism","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1708359276i/48248528._UX200_CR0,13,200,200_.jpg",The Stoic Handbook: A Practical Guide for Modern Life
"“The events that may befall you tomorrow are not new or novel, and the emotions that you will experience have been felt by countless others throughout the crashing torrent of time.They survived. Why can’t you?”",Alexander Zenon,"contemporary, inspirational, meditation, motivational, nonfiction, philosophy, self-help, spirituality, stoic, stoicism","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1708359276i/48248528._UX200_CR0,13,200,200_.jpg",
“Make your habit your identity.”,"James Clear,","goals, habits, improvement, motivational","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1393075384i/7327369._UX200_CR0,0,200,200_.jpg",Atomic Habits by James Clear - Book Summary: An Easy & Proven Way to Build Good Habits & Break Bad Ones
"“I'm a writer, not an editor. So if I make a typo or a mistake, take it as part of the job.”",Mitta Xinindlu,"mistakes-part-of-life, mitta-xinindlu, motivational, perfection, quotes, take-it-easy, typos, writer, writing","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1623422077i/12590088._UX200_CR0,77,200,200_.jpg",
"“I'm heading back home.A lone battle I fought.To make things right,We all go through this.”","Rabson Kashamba,","inspirational-quotes, life, life-lessons, motivational",,Whispers from Within
"“In the dance of intellect, reading is the graceful step of learning, while writing is the bold stroke of creation.”",Srinivas Mishra,"creation, inspirational, learning, motivational, quote, quotes, reading, srinivas, srinivassir, writing",,
"“Self-care is so much more than our actions. It can be both caring for self and caring about self.So the question is, do you have self-care to do self-care?”",E. Ballay,"inspirational, motivational, motivational-quote, self-care, self-improvement, self-love, self-worth",,
"“Sometimes we have to stop at certain stations before reaching the destination. But don't settle in, keep going.”",Mitta Xinindlu,"comfortable, destination, dreams, inspirational, keep-going, life-lessons, mitta-xinindlu, motivational, objectives, quotes","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1623422077i/12590088._UX200_CR0,77,200,200_.jpg",
"“Life is asking us to be flexible. I had to reinvent myself a hundred times just to find some peace of mind. Without flexibility, I would have been stuck in horrible situations.”",Mitta Xinindlu,"adaptability, encouragement, flexibility, letting-go, life-lessons, motivational, new-opportunities, quotes, reinvention","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1623422077i/12590088._UX200_CR0,77,200,200_.jpg",
"“Life is asking us to be flexible. Without flexibility, I would have been stuck in horrible situations.”",Mitta Xinindlu,"adaptability, encouragement, flexibility, letting-go, life-lessons, motivational, new-opportunities, quotes, reinvention","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1623422077i/12590088._UX200_CR0,77,200,200_.jpg",
“I had to reinvent myself a hundred times just to find some peace of mind.”,Mitta Xinindlu,"adaptability, encouragement, flexibility, letting-go, life-lessons, motivational, new-opportunities, quotes, reinvention","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1623422077i/12590088._UX200_CR0,77,200,200_.jpg",
“The road that I've walked has required extreme patience and a bit of tough skin. I feel challenged yet solidified.”,Mitta Xinindlu,"challenges, experience, inspirational, mitta-xinindlu, motivational, patience, quotes, walked-a-long-road","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1623422077i/12590088._UX200_CR0,77,200,200_.jpg",
“Even strong people need to fall apart.”,"Danielle Valentine,","motivational, strong, thriller",,Two Sides to Every Murder
“Children are often our ancestors coming back through us.”,Mitta Xinindlu,"ancestors, beliefs, blessings, children, karma, mitta-xinindlu, motivational, quotes, reincarnation, respect","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1623422077i/12590088._UX200_CR0,77,200,200_.jpg",
"“As the still dawn breaks and first light graces the horizon, we humans are presented with tremendous opportunity. We are gifted with a fresh start, a blank canvas upon which we can paint however we choose.”","Alexander Zenon,","contemporary, inspirational, meditation, motivational, nonfiction, philosophy, self-help, spirituality, stoic, stoicism","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1708359276i/48248528._UX200_CR0,13,200,200_.jpg",The Stoic Handbook: A Practical Guide for Modern Life
"“When we first wake up our minds are clear, which makes this the opportune time to direct our focus inwards, to organize our thoughts and to set our daily intentions through a few moments of meditation. Our duties and obligations have not yet begun to crowd our schedule, and the clarity of the dawn creates an open, undistracted mental space.”","Alexander Zenon,","contemporary, inspirational, meditation, motivational, nonfiction, philosophy, self-help, spirituality, stoic, stoicism","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1708359276i/48248528._UX200_CR0,13,200,200_.jpg",The Stoic Handbook: A Practical Guide for Modern Life
"“By meditating on our thoughts, feelings, and desires, we are encouraging a sense of self-awareness and self-mastery. We observe the whimsical and impulsive movements of our mind without getting caught up in them, and in doing so we develop a greater understanding of ourselves.”","Alexander Zenon,","contemporary, inspirational, meditation, motivational, nonfiction, philosophy, self-help, spirituality, stoic, stoicism","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1708359276i/48248528._UX200_CR0,13,200,200_.jpg",The Stoic Handbook: A Practical Guide for Modern Life
“We are existing in a thin sliver of light between two potentially infinite portions of darkness.”,"Alexander Zenon,","contemporary, inspirational, meditation, motivational, nonfiction, philosophy, self-help, spirituality, stoic, stoicism","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1708359276i/48248528._UX200_CR0,13,200,200_.jpg",The Stoic Handbook: A Practical Guide for Modern Life
"“Fly high like an eagle, but stay grounded like a lotus.”",Vinaya,"inspirational, life-lessons, motivational, philosophy, spiritual, spirituality",,
"“First believe in yourself, rest will follow.”",Vinaya,"believe-in-yourself, empowerment, mind-power, motivational, psychology, self-belief, self-esteem, transformation",,
"“We have all envisioned that ideal, greatest version of ourselves. The grand vision of our loftiest aspirations. It’s not as though there is some labyrinthine matrix stopping you, you have the power to materialize him–you simply choose not to.”",Paul Uponi,"christianity, motivational","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1709055696i/30598806._UX200_CR0,0,200,200_.jpg",
